device_id,timestamp,temperature,humidity,vibration,score,prediction
device-2,2026-03-13T17:52:58.718212,20.67,50.27,0.0276,0.1111585967363401,normal
device-3,2026-03-13T17:52:58.718537,21.64,48.57,0.0314,0.10382682962066869,normal
device-4,2026-03-13T17:52:58.718721,22.37,44.46,0.0289,0.10155174333843864,normal
device-5,2026-03-13T17:52:58.718896,20.87,47.79,0.021,0.0033598157853611532,normal
device-6,2026-03-13T17:52:58.719055,20.41,41.81,0.0398,0.007133846751110062,normal
device-7,2026-03-13T17:52:58.719209,21.48,58.52,0.0296,0.05886404590148164,normal
device-8,2026-03-13T17:52:58.720372,24.11,55.32,0.0386,-0.02488880207959765,ANOMALY
device-9,2026-03-13T17:52:58.721806,21.41,55.08,0.0402,0.004642266488291136,normal
device-10,2026-03-13T17:52:58.722060,21.62,54.38,0.0218,0.023439766220278435,normal
device-11,2026-03-13T17:52:58.722177,21.11,50.52,0.0274,0.11302000841319981,normal
device-12,2026-03-13T17:52:58.722303,23.21,55.52,0.0129,-0.043597608071066496,ANOMALY
device-13,2026-03-13T17:52:58.722398,21.6,49.32,0.0183,0.05190831129980622,normal
device-14,2026-03-13T17:52:58.722489,22.84,50.74,0.0298,0.11311222972764828,normal
device-15,2026-03-13T17:52:58.722633,23.9,50.95,0.0268,0.06544110425274441,normal
device-16,2026-03-13T17:52:58.722818,22.61,49.46,0.0414,0.06412637396572962,normal
device-17,2026-03-13T17:52:58.722936,21.19,54.93,0.0305,0.05879735682024323,normal
device-18,2026-03-13T17:52:58.723027,20.82,47.19,0.0257,0.04138827016698676,normal
device-19,2026-03-13T17:52:58.724420,24.25,52.96,0.034,0.006473816151508438,normal
device-20,2026-03-13T17:52:58.725402,23.68,48.02,0.0357,0.00045313679304848087,normal
device-1,2026-03-13T17:53:00.733121,21.77,57.48,0.0318,0.08852734241800464,normal
device-2,2026-03-13T17:53:00.733915,23.82,42.54,0.0237,0.012480095980903716,normal
device-3,2026-03-13T17:53:00.734153,22.63,47.64,0.0441,0.02243829360327343,normal
device-4,2026-03-13T17:53:00.734347,20.9,49.51,0.0514,0.05466546009308093,normal
device-5,2026-03-13T17:53:00.734524,23.42,49.82,0.0378,0.04014242333903795,normal
device-6,2026-03-13T17:53:00.734694,20.42,46.99,0.0298,0.061527040668172495,normal
device-7,2026-03-13T17:53:00.734887,22.85,44.54,0.0391,0.009018490049531036,normal
device-8,2026-03-13T17:53:00.735049,23.28,47.49,0.0423,-0.018704903945955587,ANOMALY
device-9,2026-03-13T17:53:00.736524,20.46,49.25,0.0084,0.028955699785612965,normal
device-10,2026-03-13T17:53:00.736806,20.61,49.65,0.026,0.09447869463634817,normal
device-11,2026-03-13T17:53:00.737058,22.52,43.43,0.0306,0.09322559689147925,normal
device-12,2026-03-13T17:53:00.737752,20.4,48.76,0.0296,0.08867189942730214,normal
device-13,2026-03-13T17:53:00.737938,21.93,39.89,0.0264,0.11638140853551393,normal
device-14,2026-03-13T17:53:00.738062,18.36,46.96,0.0,-0.00442557948991118,ANOMALY
device-15,2026-03-13T17:53:00.738181,20.0,56.87,0.0481,0.004642266488291136,normal
device-16,2026-03-13T17:53:00.738350,19.54,46.82,0.0278,0.052655893920842356,normal
device-17,2026-03-13T17:53:00.738440,21.46,46.11,0.0122,-0.00442557948991118,ANOMALY
device-18,2026-03-13T17:53:00.738527,22.95,45.16,0.0305,0.04779138592873544,normal
device-19,2026-03-13T17:53:00.738614,21.73,50.87,0.035,0.12149268730909968,normal
device-20,2026-03-13T17:53:00.738770,21.9,57.4,0.0222,0.06570792625586697,normal
device-1,2026-03-13T17:53:02.747753,21.72,47.09,0.0292,0.10713618177964362,normal
device-2,2026-03-13T17:53:02.748525,21.59,50.76,0.0354,0.08726491601264708,normal
device-3,2026-03-13T17:53:02.748730,20.9,55.16,0.0242,0.02527221552541037,normal
device-4,2026-03-13T17:53:02.748901,20.09,53.21,0.0218,0.005856904804315777,normal
device-5,2026-03-13T17:53:02.750345,23.71,50.78,0.0336,0.0661026960960941,normal
device-6,2026-03-13T17:53:02.750740,22.42,54.98,0.0404,0.037417973422772866,normal
device-7,2026-03-13T17:53:02.750946,23.02,49.8,0.0217,0.036065894945305876,normal
device-8,2026-03-13T17:53:02.751123,19.61,52.69,0.0248,0.039118551050749795,normal
device-9,2026-03-13T17:53:02.751285,19.89,54.66,0.0261,0.038772858918172726,normal
device-10,2026-03-13T17:53:02.751445,20.14,44.65,0.0253,0.03725151568186447,normal
device-11,2026-03-13T17:53:02.751570,22.19,46.05,0.024,0.08330493457960697,normal
device-12,2026-03-13T17:53:02.751685,20.77,60.26,0.0271,0.04870605408528128,normal
device-13,2026-03-13T17:53:02.751827,23.72,53.66,0.0352,-0.009080364702090726,ANOMALY
device-14,2026-03-13T17:53:02.751952,23.56,45.92,0.0155,-0.01677454945060386,ANOMALY
device-15,2026-03-13T17:53:02.752068,22.58,53.78,0.0195,0.0058466738804670015,normal
device-16,2026-03-13T17:53:02.752194,19.07,56.65,0.0291,0.05886404590148164,normal
device-17,2026-03-13T17:53:02.752307,18.98,42.48,0.0404,0.007133846751110062,normal
device-18,2026-03-13T17:53:02.752425,21.83,50.36,0.0169,0.10262696898452872,normal
device-19,2026-03-13T17:53:02.752535,23.4,45.66,0.0423,-0.018704903945955587,ANOMALY
device-20,2026-03-13T17:53:02.752648,22.93,55.66,0.0279,0.02547669001954178,normal
device-1,2026-03-13T17:53:04.759555,24.0,54.26,0.0279,0.013281964762838605,normal
device-2,2026-03-13T17:53:04.761788,20.51,57.98,0.0382,0.01701782381672734,normal
device-3,2026-03-13T17:53:04.762728,21.86,39.85,0.0419,0.06675419413932726,normal
device-4,2026-03-13T17:53:04.762960,21.51,49.27,0.0251,0.0763158932906951,normal
device-5,2026-03-13T17:53:04.763139,18.72,49.93,0.0305,0.1198685231259578,normal
device-6,2026-03-13T17:53:04.764258,22.15,44.48,0.0238,0.08352844116416547,normal
device-7,2026-03-13T17:53:04.764452,19.8,48.41,0.03,0.08239167995514174,normal
device-8,2026-03-13T17:53:04.764557,21.33,52.74,0.0349,0.0347577744727523,normal
device-9,2026-03-13T17:53:04.764697,20.78,40.29,0.0516,0.007133846751110062,normal
device-10,2026-03-13T17:53:04.764828,24.0,51.33,0.0228,0.032005112832054206,normal
device-11,2026-03-13T17:53:04.764935,19.97,49.27,0.0523,0.04411720391322427,normal
device-12,2026-03-13T17:53:04.765028,23.17,55.73,0.0393,-0.029937355230113538,ANOMALY
device-13,2026-03-13T17:53:04.765123,22.48,45.9,0.0482,0.035376415007150275,normal
device-14,2026-03-13T17:53:04.765213,22.14,49.41,0.0339,0.14234769363086042,normal
device-15,2026-03-13T17:53:04.765299,20.38,50.17,0.0144,0.04172104448088765,normal
device-16,2026-03-13T17:53:04.765385,24.12,44.41,0.0156,-0.01677454945060386,ANOMALY
device-17,2026-03-13T17:53:04.765482,25.5,43.27,0.0319,0.032285023294132076,normal
device-18,2026-03-13T17:53:04.765565,27.26,50.48,0.0383,0.033751902273050804,normal
device-19,2026-03-13T17:53:04.765645,22.75,38.17,0.0234,0.042428230932402666,normal
device-20,2026-03-13T17:53:04.765726,22.24,49.04,0.0263,0.13988853325694456,normal
device-1,2026-03-13T17:53:06.774074,22.0,50.73,0.0225,0.1335441900246564,normal
device-2,2026-03-13T17:53:06.775645,22.56,56.7,0.0318,0.06871330686637878,normal
device-3,2026-03-13T17:53:06.776627,20.71,47.18,0.0206,0.0008624767638076847,normal
device-4,2026-03-13T17:53:06.777079,21.9,51.79,0.0194,0.09046363701960591,normal
device-5,2026-03-13T17:53:06.777380,22.45,57.55,0.0175,0.01879917396872921,normal
device-6,2026-03-13T17:53:06.777795,21.93,52.78,0.0399,0.06724188990598712,normal
device-7,2026-03-13T17:53:06.778088,25.25,49.4,0.0451,0.016413813739894034,normal
device-8,2026-03-13T17:53:06.778219,23.42,53.81,0.0205,-0.036908886381675776,ANOMALY
device-9,2026-03-13T17:53:06.778335,21.25,41.56,0.0428,0.007133846751110062,normal
device-10,2026-03-13T17:53:06.778444,25.78,49.42,0.0209,0.02352566224476138,normal
device-11,2026-03-13T17:53:06.781418,22.99,55.77,0.0347,0.004174219414578628,normal
device-12,2026-03-13T17:53:06.781671,23.71,48.23,0.0292,0.049751134099412675,normal
device-13,2026-03-13T17:53:06.781928,19.03,53.1,0.0524,0.004642266488291136,normal
device-14,2026-03-13T17:53:06.782055,22.39,49.54,0.0438,0.08590131607346974,normal
device-15,2026-03-13T17:53:06.782151,23.57,48.23,0.023,0.01377796181155122,normal
device-16,2026-03-13T17:53:06.782240,22.01,45.57,0.0337,0.10092160463444905,normal
device-17,2026-03-13T17:53:06.782321,22.29,44.12,0.014,0.05146999275809838,normal
device-18,2026-03-13T17:53:06.782397,22.62,54.45,0.0246,0.04479573700989903,normal
device-19,2026-03-13T17:53:06.782469,21.24,47.54,0.0352,0.017208310149363304,normal
device-20,2026-03-13T17:53:06.782545,22.91,56.14,0.0467,-0.01125121236156168,ANOMALY
device-1,2026-03-13T17:53:08.790786,21.18,51.48,0.0093,0.035523512634274,normal
device-2,2026-03-13T17:53:08.792777,24.04,48.96,0.0297,0.06818264776124927,normal
device-3,2026-03-13T17:53:08.793750,25.65,44.21,0.0326,0.027276209922247552,normal
device-4,2026-03-13T17:53:08.793946,20.92,48.33,0.0502,0.021947827350058624,normal
device-5,2026-03-13T17:53:08.794084,21.79,53.6,0.0216,0.03677371844361377,normal
device-6,2026-03-13T17:53:08.794273,23.8,56.96,0.031,0.022940221930290328,normal
device-7,2026-03-13T17:53:08.794441,19.19,42.45,0.0297,0.061527040668172495,normal
device-8,2026-03-13T17:53:08.794578,22.15,43.05,0.037,0.06412637396572973,normal
device-9,2026-03-13T17:53:08.794695,20.44,48.89,0.0243,0.05923140916048475,normal
device-10,2026-03-13T17:53:08.794806,22.31,48.47,0.0365,0.08378277676428947,normal
device-11,2026-03-13T17:53:08.796119,22.14,50.95,0.0042,0.09769391806326905,normal
device-12,2026-03-13T17:53:08.796372,20.3,48.87,0.0303,0.09139850212120348,normal
device-13,2026-03-13T17:53:08.796486,22.03,55.75,0.0334,0.10165640374585777,normal
device-14,2026-03-13T17:53:08.796585,22.95,44.69,0.0145,-0.009092802613922979,ANOMALY
device-15,2026-03-13T17:53:08.796682,23.03,40.9,0.0318,0.03253077541366689,normal
device-16,2026-03-13T17:53:08.796769,21.54,58.65,0.0436,0.012127987313399924,normal
device-17,2026-03-13T17:53:08.796857,21.08,47.11,0.0449,0.007133846751110062,normal
device-18,2026-03-13T17:53:08.798526,20.14,52.31,0.0358,0.04660439025527108,normal
device-19,2026-03-13T17:53:08.799851,20.43,46.44,0.0447,0.007133846751110062,normal
device-20,2026-03-13T17:53:08.800266,21.37,50.19,0.014,0.04172104448088765,normal
device-1,2026-03-13T17:53:10.807978,22.7,44.36,0.0337,0.05449649871206408,normal
device-2,2026-03-13T17:53:10.808777,21.21,56.2,0.0391,0.004642266488291136,normal
device-3,2026-03-13T17:53:10.808927,20.38,54.42,0.0329,0.03846061552685898,normal
device-4,2026-03-13T17:53:10.809060,23.4,46.51,0.0287,0.036413266678124834,normal
device-5,2026-03-13T17:53:10.809268,25.82,50.06,0.0424,0.023894416682306407,normal
device-6,2026-03-13T17:53:10.810565,21.31,50.16,0.0259,0.09917395221290459,normal
device-7,2026-03-13T17:53:10.810901,23.12,51.26,0.0413,0.012102752911231751,normal
device-8,2026-03-13T17:53:10.811042,22.09,54.58,0.0234,0.07212714843077173,normal
device-9,2026-03-13T17:53:10.811163,23.89,46.07,0.0246,0.016149112308213698,normal
device-10,2026-03-13T17:53:10.811281,24.09,50.71,0.0343,0.059969023274975775,normal
device-11,2026-03-13T17:53:10.811395,22.92,52.93,0.0317,0.0391203438137796,normal
device-12,2026-03-13T17:53:10.811502,24.07,49.76,0.0309,0.08659899549289907,normal
device-13,2026-03-13T17:53:10.811616,21.84,47.65,0.0123,0.05673618666829461,normal
device-14,2026-03-13T17:53:10.811725,23.73,56.53,0.0401,-0.03125480398050662,ANOMALY
device-15,2026-03-13T17:53:10.811830,22.81,43.16,0.0308,0.06864444544456949,normal
device-16,2026-03-13T17:53:10.811937,23.61,41.1,0.0254,0.018402172751745716,normal
device-17,2026-03-13T17:53:10.812041,23.31,47.06,0.031,0.03707541793252034,normal
device-18,2026-03-13T17:53:10.812144,19.82,47.9,0.0192,0.0004171782430760773,normal
device-19,2026-03-13T17:53:10.812246,24.13,48.29,0.0471,-0.006844477969499274,ANOMALY
device-20,2026-03-13T17:53:10.812351,20.19,40.65,0.0403,0.007133846751110062,normal
device-1,2026-03-13T17:53:12.823966,23.99,56.23,0.0267,0.009777673872035542,normal
device-2,2026-03-13T17:53:12.824758,22.78,49.63,0.0435,0.055476363548389473,normal
device-3,2026-03-13T17:53:12.825112,22.77,54.13,0.0422,0.004285322733229235,normal
device-4,2026-03-13T17:53:12.825350,22.55,48.93,0.0,0.05048110782643189,normal
device-5,2026-03-13T17:53:12.825670,20.57,51.0,0.0303,0.11786221300330146,normal
device-6,2026-03-13T17:53:12.825875,21.73,51.48,0.0227,0.1080091773614053,normal
device-7,2026-03-13T17:53:12.826048,23.61,53.21,0.0366,-0.010353908505971399,ANOMALY
device-8,2026-03-13T17:53:12.827714,22.42,42.47,0.0319,0.08744708695289316,normal
device-9,2026-03-13T17:53:12.828020,20.24,51.35,0.0244,0.0842365002681642,normal
device-10,2026-03-13T17:53:12.828189,21.36,53.9,0.0372,0.019698711024296656,normal
device-11,2026-03-13T17:53:12.828331,21.57,55.21,0.0303,0.07631933138812608,normal
device-12,2026-03-13T17:53:12.828514,22.56,52.31,0.0389,0.044085561084138525,normal
device-13,2026-03-13T17:53:12.828659,21.25,51.79,0.0253,0.0786026849670396,normal
device-14,2026-03-13T17:53:12.828871,18.57,51.67,0.0352,0.07183022316341081,normal
device-15,2026-03-13T17:53:12.828984,21.04,45.96,0.0139,-0.00442557948991118,ANOMALY
device-16,2026-03-13T17:53:12.829213,20.64,56.24,0.0249,0.030298680934638167,normal
device-17,2026-03-13T17:53:12.830629,20.78,48.85,0.0393,0.034791659399766806,normal
device-18,2026-03-13T17:53:12.831043,20.35,52.11,0.0333,0.07118657117599014,normal
device-19,2026-03-13T17:53:12.831297,22.4,53.86,0.0398,0.03859116641042004,normal
device-20,2026-03-13T17:53:12.831424,24.99,52.85,0.0171,-0.039497035658521806,ANOMALY
device-1,2026-03-13T17:53:14.838616,22.0,47.24,0.0173,0.060026275352230485,normal
device-2,2026-03-13T17:53:14.840242,24.48,51.67,0.0365,0.028508725972659743,normal
device-3,2026-03-13T17:53:14.841200,19.57,52.48,0.0371,0.03797238203852549,normal
device-4,2026-03-13T17:53:14.842086,21.7,55.68,0.0377,0.048878486867513726,normal
device-5,2026-03-13T17:53:14.843665,22.07,44.59,0.0377,0.07345355616681393,normal
device-6,2026-03-13T17:53:14.843858,24.19,50.28,0.0322,0.08223311885466544,normal
device-7,2026-03-13T17:53:14.843966,20.64,54.47,0.0375,0.019698711024296656,normal
device-8,2026-03-13T17:53:14.844061,19.6,50.43,0.0436,0.059733513521821435,normal
device-9,2026-03-13T17:53:14.844158,21.75,57.2,0.0353,0.05693873211967315,normal
device-10,2026-03-13T17:53:14.844279,19.7,47.93,0.0329,0.04221728280411097,normal
device-11,2026-03-13T17:53:14.844372,22.56,42.47,0.0279,0.0821188367098401,normal
device-12,2026-03-13T17:53:14.844459,20.0,51.9,0.0402,0.05026386479170808,normal
device-13,2026-03-13T17:53:14.844706,20.44,52.08,0.0437,0.04186222239998083,normal
device-14,2026-03-13T17:53:14.844848,21.76,53.63,0.0153,0.02173408296803836,normal
device-15,2026-03-13T17:53:14.844932,23.97,56.43,0.0194,-0.043597608071066496,ANOMALY
device-16,2026-03-13T17:53:14.845014,20.69,53.59,0.0273,0.050832593197213005,normal
device-17,2026-03-13T17:53:14.845090,24.44,58.65,0.0359,-0.010353908505971399,ANOMALY
device-18,2026-03-13T17:53:14.845165,24.27,50.54,0.0271,0.07215709045892638,normal
device-19,2026-03-13T17:53:14.845236,23.52,48.03,0.024,0.017186480982429586,normal
device-20,2026-03-13T17:53:14.845305,22.8,51.57,0.0265,0.08489117030267668,normal
device-1,2026-03-13T17:53:16.853450,23.22,49.87,0.0289,0.08813557259316118,normal
device-2,2026-03-13T17:53:16.854309,19.39,57.41,0.0396,0.004642266488291136,normal
device-3,2026-03-13T17:53:16.854545,23.52,55.79,0.0332,0.011920608297030344,normal
device-4,2026-03-13T17:53:16.854731,20.55,65.28,0.0187,-0.019230557937709336,ANOMALY
device-5,2026-03-13T17:53:16.854912,23.08,46.84,0.0324,0.032285023294132076,normal
device-6,2026-03-13T17:53:16.855074,21.88,51.05,0.0435,0.12072336786400578,normal
device-7,2026-03-13T17:53:16.856735,20.26,54.44,0.0112,-0.019230557937709336,ANOMALY
device-8,2026-03-13T17:53:16.857804,18.51,59.25,0.0352,0.020909125540025886,normal
device-9,2026-03-13T17:53:16.858022,22.16,51.62,0.057,0.10021210421896254,normal
device-10,2026-03-13T17:53:16.858161,22.45,51.96,0.0249,0.09573285510013363,normal
device-11,2026-03-13T17:53:16.858267,21.86,53.85,0.0084,0.03531843382816724,normal
device-12,2026-03-13T17:53:16.858365,21.29,51.2,0.0282,0.10742950044015864,normal
device-13,2026-03-13T17:53:16.858463,22.88,51.67,0.0094,0.020334055263546258,normal
device-14,2026-03-13T17:53:16.858557,20.82,46.12,0.0251,0.03725151568186447,normal
device-15,2026-03-13T17:53:16.858647,20.5,48.58,0.0179,0.01572531312533476,normal
device-16,2026-03-13T17:53:16.858736,21.73,50.37,0.0229,0.121491159767869,normal
device-17,2026-03-13T17:53:16.858822,23.71,41.02,0.0316,0.03253077541366689,normal
device-18,2026-03-13T17:53:16.858908,24.2,54.18,0.0152,-0.043597608071066496,ANOMALY
device-19,2026-03-13T17:53:16.859003,21.42,49.93,0.0359,0.0749635256232496,normal
device-20,2026-03-13T17:53:16.859085,20.04,54.17,0.0097,-0.019230557937709336,ANOMALY
device-1,2026-03-13T17:53:18.867795,19.91,51.85,0.0516,0.05164748665468333,normal
device-2,2026-03-13T17:53:18.868638,21.03,55.39,0.0333,0.03350668281750879,normal
device-3,2026-03-13T17:53:18.868869,23.6,58.59,0.044,-0.03125480398050662,ANOMALY
device-4,2026-03-13T17:53:18.869055,23.18,46.15,0.0337,0.019302328603857277,normal
device-5,2026-03-13T17:53:18.869233,23.83,50.49,0.0133,0.018232009858398124,normal
device-6,2026-03-13T17:53:18.871072,23.36,47.81,0.034,0.017052779953126374,normal
device-7,2026-03-13T17:53:18.871326,22.11,55.75,0.0257,0.08788503443340412,normal
device-8,2026-03-13T17:53:18.871467,23.04,51.52,0.0443,0.01087380056672449,normal
device-9,2026-03-13T17:53:18.871608,22.79,46.44,0.0312,0.06228275327082422,normal
device-10,2026-03-13T17:53:18.871768,22.96,50.23,0.0363,0.05502815455270338,normal
device-11,2026-03-13T17:53:18.871890,22.99,50.11,0.0317,0.08461199243331696,normal
device-12,2026-03-13T17:53:18.872001,19.92,59.58,0.0559,0.004642266488291136,normal
device-13,2026-03-13T17:53:18.872119,21.18,52.53,0.0411,0.014831519473603949,normal
device-14,2026-03-13T17:53:18.872225,19.67,50.44,0.0429,0.06221658332394853,normal
device-15,2026-03-13T17:53:18.872333,19.36,47.91,0.0384,0.018243783612770126,normal
device-16,2026-03-13T17:53:18.872445,22.8,38.49,0.0293,0.06935829725661657,normal
device-17,2026-03-13T17:53:18.874407,21.41,48.21,0.035,0.029320855548851332,normal
device-18,2026-03-13T17:53:18.874715,23.1,45.53,0.0085,-0.01677454945060386,ANOMALY
device-19,2026-03-13T17:53:18.874832,24.51,43.9,0.0506,-0.018704903945955587,ANOMALY
device-20,2026-03-13T17:53:18.874920,22.94,49.87,0.013,0.026947759177482822,normal
device-1,2026-03-13T17:53:20.882468,20.85,51.55,0.0223,0.0639679708540627,normal
device-2,2026-03-13T17:53:20.883297,21.06,48.82,0.0239,0.052586684534806416,normal
device-3,2026-03-13T17:53:20.883529,23.15,58.01,0.0353,-0.009080364702090726,ANOMALY
device-4,2026-03-13T17:53:20.883713,19.8,52.14,0.0475,0.039144410421495635,normal
device-5,2026-03-13T17:53:20.883895,19.1,49.81,0.0278,0.10890323311015093,normal
device-6,2026-03-13T17:53:20.884056,22.94,54.96,0.0202,-0.03425302708092082,ANOMALY
device-7,2026-03-13T17:53:20.884210,20.51,49.04,0.0361,0.04727996217551955,normal
device-8,2026-03-13T17:53:20.884363,22.32,48.04,0.0454,0.058438825098504954,normal
device-9,2026-03-13T17:53:20.884528,19.2,49.47,0.0109,0.03370458632818474,normal
device-10,2026-03-13T17:53:20.884684,24.52,50.91,0.0302,0.08398238999662622,normal
device-11,2026-03-13T17:53:20.884835,23.71,51.95,0.037,0.024847022380859896,normal
device-12,2026-03-13T17:53:20.887035,20.95,51.98,0.0428,0.043267148525722,normal
device-13,2026-03-13T17:53:20.887242,23.9,46.35,0.0191,-0.01677454945060386,ANOMALY
device-14,2026-03-13T17:53:20.887734,21.24,56.47,0.0374,0.019698711024296656,normal
device-15,2026-03-13T17:53:20.887846,20.72,52.99,0.0372,0.019698711024296656,normal
device-16,2026-03-13T17:53:20.887924,22.1,49.08,0.0375,0.11506218444807964,normal
device-17,2026-03-13T17:53:20.888003,21.65,53.47,0.0248,0.04945627782081441,normal
device-18,2026-03-13T17:53:20.888077,19.52,35.3,0.04,0.007133846751110062,normal
device-19,2026-03-13T17:53:20.888150,22.0,53.26,0.0266,0.10938459632165448,normal
device-20,2026-03-13T17:53:20.888231,20.82,55.49,0.0361,0.019698711024296656,normal
device-1,2026-03-13T17:53:22.896303,23.36,50.13,0.03,0.08964400111825865,normal
device-2,2026-03-13T17:53:22.898224,21.68,53.09,0.0243,0.04921790872264442,normal
device-3,2026-03-13T17:53:22.899315,20.24,45.75,0.0101,-0.00442557948991118,ANOMALY
device-4,2026-03-13T17:53:22.899563,25.59,34.03,0.0251,0.016149112308213698,normal
device-5,2026-03-13T17:53:22.899705,19.31,54.93,0.0357,0.019698711024296656,normal
device-6,2026-03-13T17:53:22.899824,18.4,40.92,0.027,0.05168210402989981,normal
device-7,2026-03-13T17:53:22.899940,23.04,50.72,0.0219,0.036458553331304544,normal
device-8,2026-03-13T17:53:22.900049,23.17,51.6,0.0257,0.042404404392647366,normal
device-9,2026-03-13T17:53:22.900157,22.09,57.77,0.0188,0.038670026295296034,normal
device-10,2026-03-13T17:53:22.900264,22.76,53.05,0.0379,0.02031102889667835,normal
device-11,2026-03-13T17:53:22.900374,22.74,49.48,0.034,0.10094299997625639,normal
device-12,2026-03-13T17:53:22.900481,21.79,49.52,0.0178,0.08473008916983704,normal
device-13,2026-03-13T17:53:22.900590,21.49,54.83,0.0175,-0.019230557937709336,ANOMALY
device-14,2026-03-13T17:53:22.903691,20.52,49.85,0.019,0.04288519832928461,normal
device-15,2026-03-13T17:53:22.903966,22.99,42.77,0.0364,-0.004651185439352501,ANOMALY
device-16,2026-03-13T17:53:22.904082,23.19,44.53,0.0428,-0.018704903945955587,ANOMALY
device-17,2026-03-13T17:53:22.904182,22.0,56.12,0.0365,0.07775825987687557,normal
device-18,2026-03-13T17:53:22.904284,22.36,48.26,0.0165,0.048219061013829,normal
device-19,2026-03-13T17:53:22.904381,22.22,54.87,0.0117,0.03322737905711315,normal
device-20,2026-03-13T17:53:22.904476,21.44,44.74,0.0246,0.03725151568186447,normal
device-1,2026-03-13T17:53:24.912655,21.87,42.13,0.0383,0.07118647815469481,normal
device-2,2026-03-13T17:53:24.914054,20.58,49.69,0.0357,0.06916220845021015,normal
device-3,2026-03-13T17:53:24.915097,20.08,56.0,0.0325,0.04203502839138562,normal
device-4,2026-03-13T17:53:24.915673,21.77,49.6,0.0272,0.1512942068474828,normal
device-5,2026-03-13T17:53:24.915877,25.1,52.81,0.0341,0.010253329238339992,normal
device-6,2026-03-13T17:53:24.916004,20.9,50.41,0.0374,0.07541771374170958,normal
device-7,2026-03-13T17:53:24.916125,23.64,39.46,0.0323,0.032285023294132076,normal
device-8,2026-03-13T17:53:24.916245,20.66,55.46,0.0336,0.03207694390701299,normal
device-9,2026-03-13T17:53:24.917844,22.34,49.73,0.0521,0.10018048584135214,normal
device-10,2026-03-13T17:53:24.919243,21.67,57.7,0.0297,0.08732261751442538,normal
device-11,2026-03-13T17:53:24.919980,23.19,54.08,0.0379,-0.015550869143833412,ANOMALY
device-12,2026-03-13T17:53:24.920209,21.83,42.78,0.0315,0.1149982782006469,normal
device-13,2026-03-13T17:53:24.920308,22.58,54.75,0.0373,0.03925074019482644,normal
device-14,2026-03-13T17:53:24.920389,23.67,46.47,0.0492,-0.018704903945955587,ANOMALY
device-15,2026-03-13T17:53:24.920471,22.4,59.4,0.0501,0.037417973422772866,normal
device-16,2026-03-13T17:53:24.920542,24.98,53.87,0.0295,0.023965439348281214,normal
device-17,2026-03-13T17:53:24.920623,21.77,56.36,0.0408,0.04169114698011234,normal
device-18,2026-03-13T17:53:24.920691,22.56,54.94,0.0149,0.0058466738804670015,normal
device-19,2026-03-13T17:53:24.920766,22.44,48.81,0.0422,0.06204072256896753,normal
device-20,2026-03-13T17:53:24.920844,20.97,53.56,0.0266,0.04657121867140701,normal
device-1,2026-03-13T17:53:26.924477,20.7,49.93,0.0468,0.060859829924891695,normal
device-2,2026-03-13T17:53:26.926644,22.02,48.37,0.0257,0.12168318262778105,normal
device-3,2026-03-13T17:53:26.927730,21.56,52.47,0.0223,0.04613459206728088,normal
device-4,2026-03-13T17:53:26.928130,21.66,42.65,0.0371,0.03563233790550446,normal
device-5,2026-03-13T17:53:26.929118,22.62,46.98,0.0516,0.02243829360327343,normal
device-6,2026-03-13T17:53:26.929366,18.89,48.47,0.0514,0.031240621390835832,normal
device-7,2026-03-13T17:53:26.929500,22.42,49.0,0.0357,0.0813894674478235,normal
device-8,2026-03-13T17:53:26.929614,20.49,53.06,0.0152,-0.019230557937709336,ANOMALY
device-9,2026-03-13T17:53:26.929721,22.12,55.92,0.0316,0.10899946248671422,normal
device-10,2026-03-13T17:53:26.929814,23.15,42.98,0.0385,-0.012276537340202953,ANOMALY
device-11,2026-03-13T17:53:26.929903,22.19,46.58,0.0381,0.06389440406509328,normal
device-12,2026-03-13T17:53:26.930133,22.1,47.31,0.0296,0.12694402961987822,normal
device-13,2026-03-13T17:53:26.930440,19.28,49.77,0.0192,0.03655219467838533,normal
device-14,2026-03-13T17:53:26.930573,21.68,54.18,0.042,0.028651443193487558,normal
device-15,2026-03-13T17:53:26.930671,21.89,51.49,0.0332,0.15858394324584185,normal
device-16,2026-03-13T17:53:26.930762,24.1,53.99,0.03,0.025166891067221253,normal
device-17,2026-03-13T17:53:26.930899,20.81,49.97,0.0248,0.09223869093580916,normal
device-18,2026-03-13T17:53:26.931013,22.76,49.99,0.0168,0.053210972076824015,normal
device-19,2026-03-13T17:53:26.931107,21.91,62.07,0.0285,0.12394109341801751,normal
device-20,2026-03-13T17:53:26.931195,22.46,50.18,0.0215,0.09187644292977548,normal
device-1,2026-03-13T17:53:28.940186,22.1,49.12,0.0274,0.1597771994545666,normal
device-2,2026-03-13T17:53:28.943035,21.91,61.97,0.032,0.1113453787707101,normal
device-3,2026-03-13T17:53:28.943327,19.76,48.31,0.0264,0.05976761659663121,normal
device-4,2026-03-13T17:53:28.943493,22.75,49.33,0.0219,0.06361753452307461,normal
device-5,2026-03-13T17:53:28.943629,18.54,48.93,0.0262,0.07277694011801461,normal
device-6,2026-03-13T17:53:28.943752,21.45,44.55,0.0203,0.0008624767638076847,normal
device-7,2026-03-13T17:53:28.943868,22.2,41.37,0.0231,0.07766086231325364,normal
